query_id,text,intent,location,target_os,software,condition
q00887,Which software can run on computers in Library?,reverse_software_lookup,Library,,MATLAB,
q00888,Which systems support VS Code in Block A?,software_compatibility_check,Block A,,Visual Studio Code,
q00889,Recommend the best OS for Block A.,os_recommendation,Block A,Windows 10,,
q00890,Can systems in Programming Lab support Fedora 42?,os_compatibility_check,Programming Lab,Fedora 42,,
q00891,Can computers in Library run VS Code?,software_compatibility_check,Library,,Visual Studio Code,
q00892,What applications are compatible with Block C computers?,reverse_software_lookup,Block C,,VMware Workstation,
q00893,Is Blender supported in Library?,software_compatibility_check,Library,,Blender,
q00894,Which computers need RAM upgrade for Blender?,upgrade_planning,Programming Lab,Fedora 42,Blender,RAM upgrade
q00895,Find systems needing Secure Boot.,upgrade_planning,AI Lab,Windows 10,AutoCAD,Secure Boot
q00896,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Ubuntu 24.04,,
q00897,Which computers in Network Lab can run Windows 10?,os_compatibility_check,Network Lab,Windows 10,,
q00898,Check Android Studio compatibility for Library.,software_compatibility_check,Library,,Android Studio,
q00899,Which PCs in Library have 8 GB RAM?,hardware_query,Library,,,
q00900,Show hardware details for AI Lab.,hardware_query,AI Lab,,,
q00901,Which PCs in Programming Lab have 8 GB RAM?,hardware_query,Programming Lab,,,
q00902,What upgrades are required in Library?,upgrade_planning,Library,Linux Mint 22,Android Studio,TPM
q00903,Find systems needing Storage.,upgrade_planning,Lab 2,Linux Mint 22,Oracle Database,Storage
q00904,Find software that runs on Library.,reverse_software_lookup,Library,,PyCharm,
q00905,Show PCs in Block C incompatible with Windows 11.,os_compatibility_check,Block C,Windows 11,,
q00906,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,MATLAB,
q00907,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Windows 11,,
q00908,List computers with SSD in Lab 2.,hardware_query,Lab 2,,,
q00909,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,PyCharm,
q00910,Can systems in Lab 1 support Windows 10?,os_compatibility_check,Lab 1,Windows 10,,
q00911,Which PCs in Network Lab have 8 GB RAM?,hardware_query,Network Lab,,,
q00912,Which computers need TPM for VS Code?,upgrade_planning,Programming Lab,Fedora 42,Visual Studio Code,TPM
q00913,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,VMware Workstation,
q00914,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,AutoCAD,
q00915,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Ubuntu 24.04,,
q00916,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q00917,Which computers need Storage for MATLAB?,upgrade_planning,Lab 2,Windows 10,MATLAB,Storage
q00918,List software supported by PCs in Programming Lab.,reverse_software_lookup,Programming Lab,,Android Studio,
q00919,Which computers in Block B can run Windows 10?,os_compatibility_check,Block B,Windows 10,,
q00920,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Ubuntu 24.04,,
q00921,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,Android Studio,
q00922,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Windows 11,PyCharm,RAM upgrade
q00923,Which software can run on computers in Library?,reverse_software_lookup,Library,,PyCharm,
q00924,Plan upgrades for Block B to run Windows 11.,upgrade_planning,Block B,Windows 11,PyCharm,CPU
q00925,Which systems support PyCharm in Programming Lab?,software_compatibility_check,Programming Lab,,PyCharm,
q00926,List software supported by PCs in Block C.,reverse_software_lookup,Block C,,VMware Workstation,
q00927,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Ubuntu 24.04,,
q00928,What applications are compatible with Programming Lab computers?,reverse_software_lookup,Programming Lab,,PyCharm,
q00929,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,Blender,
q00930,Show hardware details for Network Lab.,hardware_query,Network Lab,,,
q00931,Find systems needing Storage.,upgrade_planning,Network Lab,Debian 13,AutoCAD,Storage
q00932,Which computers need Secure Boot for Oracle Database?,upgrade_planning,Programming Lab,Debian 13,Oracle Database,Secure Boot
q00933,Can systems in Network Lab support Fedora 42?,os_compatibility_check,Network Lab,Fedora 42,,
q00934,Can computers in Library run VS Code?,software_compatibility_check,Library,,Visual Studio Code,
q00935,Can systems in Block B support Windows 11?,os_compatibility_check,Block B,Windows 11,,
q00936,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,AutoCAD,
q00937,Suggest an OS for computers in Lab 1.,os_recommendation,Lab 1,Windows 10,,
q00938,Which operating system is most suitable for Block A?,os_recommendation,Block A,Windows 11,,
q00939,Display CPU details for Programming Lab.,hardware_query,Programming Lab,,,
q00940,Best operating system for Block B?,os_recommendation,Block B,Ubuntu 24.04,,
q00941,Which operating system is most suitable for Library?,os_recommendation,Library,Ubuntu 24.04,,
q00942,Best operating system for Block B?,os_recommendation,Block B,Windows 10,,
q00943,Which operating system is most suitable for Network Lab?,os_recommendation,Network Lab,Fedora 42,,
q00944,Is Android Studio supported in Block C?,software_compatibility_check,Block C,,Android Studio,
q00945,Can systems in Network Lab support Linux Mint 22?,os_compatibility_check,Network Lab,Linux Mint 22,,
q00946,Plan upgrades for Block A to run Debian 13.,upgrade_planning,Block A,Debian 13,VMware Workstation,Storage
q00947,Can computers in Lab 1 run PyCharm?,software_compatibility_check,Lab 1,,PyCharm,
q00948,Best operating system for Network Lab?,os_recommendation,Network Lab,Debian 13,,
q00949,Suggest an OS for computers in Library.,os_recommendation,Library,Fedora 42,,
q00950,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Windows 11,,
q00951,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Linux Mint 22,,
q00952,List software supported by PCs in Library.,reverse_software_lookup,Library,,MATLAB,
q00953,Which systems support PyCharm in AI Lab?,software_compatibility_check,AI Lab,,PyCharm,
q00954,Find systems needing Storage.,upgrade_planning,Lab 1,Windows 10,VMware Workstation,Storage
q00955,Find software that runs on Block C.,reverse_software_lookup,Block C,,MATLAB,
q00956,List computers with SSD in Block B.,hardware_query,Block B,,,
q00957,Recommend the best OS for Block C.,os_recommendation,Block C,Linux Mint 22,,
q00958,List software supported by PCs in Programming Lab.,reverse_software_lookup,Programming Lab,,PyCharm,
q00959,Find software that runs on Lab 2.,reverse_software_lookup,Lab 2,,Visual Studio Code,
q00960,Is Blender supported in Library?,software_compatibility_check,Library,,Blender,
q00961,Show hardware details for Block B.,hardware_query,Block B,,,
q00962,Find software that runs on AI Lab.,reverse_software_lookup,AI Lab,,AutoCAD,
q00963,Plan upgrades for Library to run Ubuntu 24.04.,upgrade_planning,Library,Ubuntu 24.04,PyCharm,Storage
q00964,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q00965,Which systems support MATLAB in AI Lab?,software_compatibility_check,AI Lab,,MATLAB,
q00966,Plan upgrades for Lab 2 to run Windows 11.,upgrade_planning,Lab 2,Windows 11,Android Studio,TPM
q00967,List computers with SSD in Library.,hardware_query,Library,,,
q00968,List software supported by PCs in AI Lab.,reverse_software_lookup,AI Lab,,VMware Workstation,
q00969,Is Android Studio supported in Block A?,software_compatibility_check,Block A,,Android Studio,
q00970,List machines in Lab 1 that meet Fedora 42 requirements.,os_compatibility_check,Lab 1,Fedora 42,,
q00971,List machines in Lab 1 that meet Debian 13 requirements.,os_compatibility_check,Lab 1,Debian 13,,
q00972,Plan upgrades for AI Lab to run Fedora 42.,upgrade_planning,AI Lab,Fedora 42,VMware Workstation,Secure Boot
q00973,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Fedora 42,MATLAB,CPU
q00974,Find systems needing GPU.,upgrade_planning,Lab 2,Debian 13,Android Studio,GPU
q00975,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q00976,Which computers in Block B can run Debian 13?,os_compatibility_check,Block B,Debian 13,,
q00977,Which computers in Library can run Debian 13?,os_compatibility_check,Library,Debian 13,,
q00978,Best operating system for Block C?,os_recommendation,Block C,Ubuntu 24.04,,
q00979,Can systems in AI Lab support Windows 10?,os_compatibility_check,AI Lab,Windows 10,,
q00980,Which computers need GPU for VS Code?,upgrade_planning,Programming Lab,Linux Mint 22,Visual Studio Code,GPU
q00981,Find systems needing TPM.,upgrade_planning,Library,Windows 11,PyCharm,TPM
q00982,Recommend the best OS for AI Lab.,os_recommendation,AI Lab,Linux Mint 22,,
q00983,Show hardware details for Network Lab.,hardware_query,Network Lab,,,
q00984,Find software that runs on Block A.,reverse_software_lookup,Block A,,MATLAB,
q00985,Plan upgrades for Lab 2 to run Windows 11.,upgrade_planning,Lab 2,Windows 11,PyCharm,Secure Boot
q00986,Can systems in Network Lab support Fedora 42?,os_compatibility_check,Network Lab,Fedora 42,,
q00987,Which PCs in Network Lab have 8 GB RAM?,hardware_query,Network Lab,,,
q00988,Can computers in Programming Lab run VMware Workstation?,software_compatibility_check,Programming Lab,,VMware Workstation,
q00989,List machines in AI Lab that meet Fedora 42 requirements.,os_compatibility_check,AI Lab,Fedora 42,,
q00990,Which computers in AI Lab can run Ubuntu 24.04?,os_compatibility_check,AI Lab,Ubuntu 24.04,,
q00991,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,Android Studio,
q00992,Best operating system for Block B?,os_recommendation,Block B,Debian 13,,
q00993,Suggest an OS for computers in Lab 1.,os_recommendation,Lab 1,Linux Mint 22,,
q00994,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q00995,Can computers in Block B run VMware Workstation?,software_compatibility_check,Block B,,VMware Workstation,
q00996,Show PCs in AI Lab incompatible with Windows 10.,os_compatibility_check,AI Lab,Windows 10,,
q00997,Which computers need Storage for VMware Workstation?,upgrade_planning,Block B,Windows 10,VMware Workstation,Storage
q00998,Can computers in AI Lab run Android Studio?,software_compatibility_check,AI Lab,,Android Studio,
q00999,Which operating system is most suitable for Lab 2?,os_recommendation,Lab 2,Windows 11,,
q01000,What upgrades are required in Programming Lab?,upgrade_planning,Programming Lab,Windows 11,VMware Workstation,CPU
q01001,Which PCs in Network Lab have 8 GB RAM?,hardware_query,Network Lab,,,
q01002,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q01003,Can computers in Network Lab run Oracle Database?,software_compatibility_check,Network Lab,,Oracle Database,
q01004,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q01005,Is VS Code supported in Programming Lab?,software_compatibility_check,Programming Lab,,Visual Studio Code,
q01006,What upgrades are required in Programming Lab?,upgrade_planning,Programming Lab,Fedora 42,AutoCAD,GPU
q01007,Check VS Code compatibility for Block B.,software_compatibility_check,Block B,,Visual Studio Code,
q01008,Check Blender compatibility for AI Lab.,software_compatibility_check,AI Lab,,Blender,
q01009,List computers with SSD in Programming Lab.,hardware_query,Programming Lab,,,
q01010,What applications are compatible with Lab 2 computers?,reverse_software_lookup,Lab 2,,VMware Workstation,
q01011,Which operating system is most suitable for Programming Lab?,os_recommendation,Programming Lab,Windows 10,,
q01012,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q01013,What upgrades are required in AI Lab?,upgrade_planning,AI Lab,Ubuntu 24.04,PyCharm,Storage
q01014,Which PCs in Library have 8 GB RAM?,hardware_query,Library,,,
q01015,Plan upgrades for Programming Lab to run Debian 13.,upgrade_planning,Programming Lab,Debian 13,Blender,TPM
q01016,Can systems in Network Lab support Windows 10?,os_compatibility_check,Network Lab,Windows 10,,
q01017,Which computers in Block C can run Windows 11?,os_compatibility_check,Block C,Windows 11,,
q01018,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Debian 13,,
q01019,Is AutoCAD 2026 supported in Block A?,software_compatibility_check,Block A,,AutoCAD,
q01020,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q01021,Plan upgrades for AI Lab to run Linux Mint 22.,upgrade_planning,AI Lab,Linux Mint 22,Blender,TPM
q01022,Which systems support Blender in Block A?,software_compatibility_check,Block A,,Blender,
q01023,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,PyCharm,
q01024,Check Android Studio compatibility for Block C.,software_compatibility_check,Block C,,Android Studio,
q01025,Which systems support MATLAB in Lab 2?,software_compatibility_check,Lab 2,,MATLAB,
q01026,Which computers in Library can run Ubuntu 24.04?,os_compatibility_check,Library,Ubuntu 24.04,,
q01027,Which computers need RAM upgrade for Android Studio?,upgrade_planning,Library,Ubuntu 24.04,Android Studio,RAM upgrade
q01028,Is Blender supported in Lab 1?,software_compatibility_check,Lab 1,,Blender,
q01029,Recommend the best OS for Block B.,os_recommendation,Block B,Debian 13,,
q01030,Find systems needing RAM upgrade.,upgrade_planning,Network Lab,Windows 10,PyCharm,RAM upgrade
q01031,Plan upgrades for Lab 1 to run Fedora 42.,upgrade_planning,Lab 1,Fedora 42,MATLAB,GPU
q01032,Plan upgrades for Library to run Linux Mint 22.,upgrade_planning,Library,Linux Mint 22,Blender,RAM upgrade
q01033,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,MATLAB,
q01034,Can computers in Network Lab run Blender?,software_compatibility_check,Network Lab,,Blender,
q01035,Show PCs in Programming Lab incompatible with Windows 10.,os_compatibility_check,Programming Lab,Windows 10,,
q01036,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,Android Studio,
q01037,Suggest an OS for computers in Library.,os_recommendation,Library,Linux Mint 22,,
q01038,What applications are compatible with Programming Lab computers?,reverse_software_lookup,Programming Lab,,Blender,
q01039,Which operating system is most suitable for Block B?,os_recommendation,Block B,Ubuntu 24.04,,
q01040,Can systems in Network Lab support Fedora 42?,os_compatibility_check,Network Lab,Fedora 42,,
